file_name,content,datetime,keywords,cities,roads
25778,"Prometne informacije 28. 03. 2024 09.30 2. program Podatki o prometu. Zaradi predmeta na vozišču je na dolenjski avtocesti proti Ljubljani promet oviran med priključkoma Ivančna Gorica in Višnja Gora. V nasprotni smeri, torej proti Obrežju, pa pokvarjeno vozilo promet ovira za priključkom Brežice. Vozilo je obtičalo tudi na mariborski vzhodni obvoznici proti Ljubljani med priključkom Rogoza in razcepom Slivnica. Jutri bo od 14-ih do 22-ih veljala prepoved prometa tovornih vozil, katerih največja dovoljena masa presega 7 ton in pol. ",2024-03-28 09:30:00,"['proti', 'promet', 'priključkom', 'vozilo', 'ljubljani']","['Gora', 'Ljubljana', 'Slivnica', 'Obrežje', 'Rogoza', 'Brežice', 'Gorica']",[]
25779,"Prometne informacije 31.03.2024 13.00 1. program Podatki o prometu. Na štajerski avtocesti je zaradi pokvarjenega vozila promet promet na zaviralnem pasu pred izvozom Blagovica v smeri Maribora Na primorski avtocesti je zaradi okvare vozila oviran promet med razcepom Nanos in priključkom Senožeče proti Kopru. Jutri, v ponedeljek, 1. aprila in v torek, 2. aprila, je pričakovati povečan promet iz smeri Hrvaške proti notranjosti Slovenije ter naprej proti Avstriji in Italiji. Danes do 22 ure velja omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7 ton in pol. ",2024-03-31 13:00:00,"['promet', 'proti', 'smeri', 'vozila', 'zaradi']","['Blagovica', 'Koper', 'Slovenija', 'Senožeče', 'Maribor']",[]
25780,"Prometne informacije 28. 03. 2024 00.00 1. in 2. program Podatki o prometu. Na gorenjski avtocesti zaradi del promet med razcepom Koseze in predorom Šentvid poteka v obe smeri po dveh zoženih pasovih. Prav tako zaradi del je v predoru Šentvid zaprt uvoz s Celovške ceste proti Kosezam v Ljubljani. Jutri bo od 14-ih do 22-ih veljala prepoved prometa tovornih vozil, katerih največja dovoljena masa presega 7 ton in pol. ",2024-03-28 00:00:00,"['šentvid', 'zaradi', 'del', '00', 'ih']","['Ljubljana', 'Šentvid', 'Koseze']",[]
25781,Prometne informacije 27. 03. 2024 09.00 1. program Podatki o prometu. Na hitri cesti Nova Gorica-Razdrto proti Razdrtemu je zaprt vozni pas zaradi okvare tovornega vozila v predoru Barnica. Na gorenjski avtocesti zaradi del promet med razcepom Koseze in predorom Šentvid poteka v obe smeri po dveh zoženih pasovih. Prav tako zaradi del je v predoru Šentvid zaprt uvoz s Celovške ceste proti Kosezam v Ljubljani. ,2024-03-27 09:00:00,"['zaradi', 'šentvid', 'zaprt', 'proti', 'del']","['Ljubljana', 'Šentvid', 'Koseze', 'Gorica', 'Razdrto']",[]
25782,Prometne informacije 27. 03. 2024 08.30 2. program Podatki o prometu. Na hitri cesti Nova Gorica - Razdrto proti Razdrtem je zaprt vozni pas zaradi okvare tovornega vozila v predoru Barnica. Na gorenjski avtocesti v predoru Karavanke je kratkotrajna popolna zapora ceste zaradi miniranja. Zaradi okvare vozila je oviran promet na štajerski avtocesti proti Ljubljani med priključkoma Slovenske Konjice in predorom Golo Rebro. ,2024-03-27 08:30:00,"['zaradi', 'proti', 'vozila', 'okvare', 'predoru']","['Ljubljana', 'Gorica', 'Razdrto', 'Karavanke']",[]
25783,Prometne informacije 27. 03. 2024 08.00 2. program Podatki o prometu. Zaradi prometne nesreče je zaprt vozni pas na gorenjski avtocesti proti Ljubljani pred priključkom Brnik. Zaradi okvare vozila je promet oviran tudi na primorski avtocesti proti Kopru med priključkoma Logatec in Unec. Pokvarjeno vozilo ovira promet tudi na ljubljanski južni obvoznici pri počivališču Barje v proti Malencam. ,2024-03-27 08:00:00,"['proti', 'zaradi', 'prometne', 'avtocesti', 'promet']","['Unec', 'Ljubljana', 'Logatec', 'Koper']",[]
25784,Prometne informacije 27. 03. 2024 07.00 2. program Podatki o prometu. Zaradi prometne nesreče je zaprt vozni pas na gorenjski avtocesti pred priključkom Brnik proti Ljubljani. Na mariborski vzhodni obvoznici iz Dragučove proti Ljubljani promet ovira okvarjeno vozilo med priključkom Rogoza in razcepom Slivnica. Na gorenjski avtocesti zaradi del promet med razcepom Koseze in predorom Šentvid poteka v obe smeri po dveh zoženih pasovih. Prav tako zaradi del je v predoru Šentvid zaprt uvoz s Celovške ceste proti Kosezam v Ljubljani. ,2024-03-27 07:00:00,"['zaradi', 'proti', 'ljubljani', 'prometne', 'zaprt']","['Ljubljana', 'Koseze', 'Slivnica', 'Rogoza', 'Šentvid']",[]
25785,"Prometne informacije 27. 03. 2024 06.30 1. in 2. program Podatki o prometu. Na gorenjski avtocesti zaradi del promet med razcepom Koseze in predorom Šentvid poteka v obe smeri po dveh zoženih pasovih. Prav tako zaradi del je v predoru Šentvid zaprt uvoz s Celovške ceste proti Kosezam v Ljubljani. Zaradi zimskih razmer je popolna zapora ceste na regionalnih cestah Čepovan - Dolenja Trebuša, Lokve - Čepovan, Predmeja - Lokve in Strmec - Mangart. ",2024-03-27 06:30:00,"['zaradi', 'šentvid', 'čepovan', 'del', 'lokve']","['Predmeja', 'Lokve', 'Ljubljana', 'Strmec', 'Koseze', 'Čepovan', 'Šentvid']",[]
25786,"Prometne informacije 27. 03. 2024 06.00 1. in 2. program Podatki o prometu. Zaradi podrtega drevesa promet poteka izmenično enosmerno na glavni cesti Novo mesto - Metlika, pri Vahti. Na gorenjski avtocesti zaradi del promet med razcepom Koseze in predorom Šentvid poteka v obe smeri po dveh zoženih pasovih. Prav tako zaradi del je v predoru Šentvid zaprt uvoz s Celovške ceste proti Kosezam v Ljubljani. Zaradi zimskih razmer je popolna zapora ceste na regionalnih cestah Čepovan - Dolenja Trebuša, Lokve - Čepovan, Predmeja - Lokve in Strmec - Mangart. ",2024-03-27 06:00:00,"['zaradi', 'čepovan', 'šentvid', 'promet', 'poteka']","['Predmeja', 'Lokve', 'Ljubljana', 'Strmec', 'Koseze', 'Metlika', 'Čepovan', 'Šentvid']",[]
25787,"Prometna informacija 27.03.2024 05.30 1. program Podatki o prometu. Glavna cesta Novo mesto - Metlika je zaradi podrtega drevja pri Vahti zaprta . Med Kranjem in Spodnjim Brnikom je zaradi prometne nesreče promet urejen izmenično enosmerno. Zaradi del je na ljubljanski severni obvoznici zaprt izvoz Podutik iz smeri Kosez, na gorenjski avtocesti pa uvoz Šentvid s Celovške ceste proti Kosezam in uvoz Podutik proti Karavankam. V Domžalah je med Ljubljansko cesto in Podrečjem zaprta Virska cesta, obvoz je po lokalnih cestah. ",,"['zaradi', 'zaprta', 'uvoz', 'proti', 'podutik']","['Kranj', 'Koseze', 'Metlika', 'Karavanke', 'Domžale', 'Šentvid']",[]
25788,Prometne informacije 26. 03. 2024 18.30 1. program Podatki o prometu. Na dolenjski avtocesti je zaradi okvare vozila zaprt počasni pas proti Novemu mestu med priključkom Mirna Peč in pokritim vkopom Karteljevo. Na gorenjski avtocesti zaradi del promet med razcepom Koseze in predorom Šentvid v obe smeri teče po zoženih pasovih. Zaradi del je v predoru Šentvid zaprt uvoz s Celovške ceste proti Kosezam. ,2024-03-26 18:30:00,"['zaradi', 'šentvid', 'zaprt', 'proti', 'del']","['Šentvid', 'Koseze']",[]
25789,Prometne informacije 26. 03. 2024 18.00 1. program Podatki o prometu. Na gorenjski avtocesti je zaradi predmeta na vozišču oviran promet med Radovljico in Brezjami proti Ljubljani. Prav tako na gorenjski avtocesti zaradi del promet med razcepom Koseze in predorom Šentvid poteka v obe smeri po dveh zoženih pasovih. Na dolenjski avtocesti je zaradi okvare vozila zaprt počasni pas med priključkom Mirna Peč in pokritim vkopom Karteljevo proti Novemu mestu. Zaradi del je v predoru Šentvid zaprt uvoz s Celovške ceste proti Kosezam. ,2024-03-26 18:00:00,"['zaradi', 'proti', 'avtocesti', 'med', 'zaprt']","['Radovljica', 'Brezje', 'Ljubljana', 'Koseze', 'Šentvid']",[]
25790,"Prometne informacije 31.03.2024 18.00 1. program Podatki o prometu. Na štajerski avtocesti proti Mariboru je zaradi prometne nesreče oviran promet med Vranskim in Šentrupertom. Prav tako zaradi prometne nesreče je na avtocestnem odseku Gabrk - Fernetiči proti Gabrku oviran promet med priključkom Sežana vzhod in počivališčem Povir. Zaradi del je na severni ljubljanski obvoznici zaprt izvoz Podutik proti Bežigradu. Na gorenjski avtocesti pa sta zaprta uvoz Šentvid proti Kosezam in izvoz Podutik proti Karavankam. Danes do 22-ih in jutri od 8-ih do 22-ih veljala prepoved prometa tovornih vozil, katerih največja dovoljena masa presega 7 ton in pol. Jutri, v ponedeljek, 1. aprila in v torek, 2. aprila, je pričakovati povečan promet iz smeri Hrvaške proti notranjosti Slovenije ter naprej proti Avstriji in Italiji. ",2024-03-31 18:00:00,"['proti', 'ih', 'promet', 'prometne', 'zaradi']","['Povir', 'Slovenija', 'Gabrk', 'Sežana', 'Koseze', 'Šentrupert', 'Karavanke', 'Maribor', 'Šentvid']",[]
25791,Nujna prometna informacija. 7:30 Na pomurski avtocesti med Lendavo in Pincami proti Madžarski je oviran promet zaradi predmeta na vozišču. Na štajerski avtocesti je med priključkoma Dramlje in Celje vzhod proti Ljubljani zaradi gašenja vozila zaprt vozni pas. ,,"['zaradi', 'proti', 'med', 'avtocesti', 'vzhod']","['Lendava', 'Ljubljana', 'Dramlje', 'Celje']",[]
25792,c ,,[],[],[]
25793,Nujna prometna informacija. 7:00 Na štajerski avtocesti med počivališčem Zima in priključkom Celje vzhod proti Ljubljani zaradi gorečega vozila na cesti nastaja zastoj. ,,"['štajerski', 'zima', 'zastoj', 'zaradi', 'vzhod']","['Ljubljana', 'Celje']",[]
25794,"Nujna prometna informacija. 16.15 Cesta Izola - Jagodje je zaradi prometne nesreče zaprta v Jagodju pri bencinskem servisu. Promet je urejen izmenično enosmerno. Nastaja zastoj, obvoz je možen po cesti Koper - Dragonja - Sečovlje. ",,"['zastoj', 'zaradi', 'zaprta', 'urejen', 'sečovlje']","['Izola', 'Sečovlje', 'Jagodje', 'Koper', 'Dragonja']",[]
25795,Nujna prometna informacija. 9.55 Na štajerski avtocesti proti Mariboru nastajajo zastoji v delni delovni zapori med priključkoma Šentjakob in Domžale. Čas potovanja se podaljša za približno 10 minut. Na dolenjski avtocesti proti Obrežju je promet zaradi nesreče oviran med priključkoma Brežice in Obrežje. Na podravski avtocesti proti Mariboru pa med razcepom Draženci in priključkom Hajdina promet ovira predmet na vozišču. ,,"['avtocesti', 'med', 'proti', 'promet', 'priključkoma']","['Obrežje', 'Hajdina', 'Draženci', 'Brežice', 'Maribor', 'Domžale', 'Šentjakob']",[]
25796,Nujna prometna informacija. 6.50 Na štajerski avtocesti proti Mariboru je zaradi nesreče nastal krajši zastoj med priključkoma Šentjakob in Domžale. V smeri proti Ljubljani pa je zaradi pokvarjenega vozila oviran promet pri izvoru Žalec. Ponekod po državi še vedno megla ovira vidljivost. ,,"['zaradi', 'proti', 'šentjakob', 'žalec', 'še']","['Ljubljana', 'Žalec', 'Maribor', 'Domžale', 'Šentjakob']",[]
25797,"Zaradi predmeta na cestišču je promat oviran na štajerski avtocesti iz smeri Slovenska Bistrica jug proti Ljubljani. ------------------------------- Na primorski avtocesti je zaradi del zaprt uvoz Nanos iz smeri Vrtojbe proti Kopru. Na obalni hitri cesti bo do petka zaprt priključek Koper center proti Ljubljani. Skozi predor Markovec poteka promet zaradi del v obe smeri le po eni predorski cevi. Na gorenjski avtocesti je zaradi del zaprt uvoz Šentvid proti zahodni ljubljanski obvoznici, med razcepom Koseze in predorom Šentvid pa poteka promet v obe smeri po dveh zoženih pasovih. Zaprt je tudi uvoz s Podutiške ceste proti predoru Šentvid. Zaradi del bo na pomurski avtocesti do 15. aprila spremenjena prometna ureditev na območju razcepa Dolga vas. Obvoz proti Madžarski je prek priključka Lendava, proti Lendavi pa prek priključka Turnišče. ",,"['proti', 'zaradi', 'zaprt', 'smeri', 'del']","['Ljubljana', 'Bistrica', 'Koseze', 'Markovec', 'Koper', 'Lendava', 'Vrtojba', 'Turnišče', 'Šentvid']",[]
25798,,,[],[],[]
25799,"Podatki o prometu. 8.30 Zaradi del bo danes do 15-e ure oviran promet na štajerski avtocesti med Vranskim in Blagovico, zlasti v smeri proti Ljubljani. Zaprti so: uvoz Vransko proti Ljubljani; uvoz Trojane v obe smeri in izvoz proti Ljubljani ter izvoz Blagovica proti Ljubljani. Obvoz je urejen po vzporedni državni cesti. Nastajajo krajši zastoji. Na odseku Domžale - Šentjakob proti Mariboru, bo prav tako zaradi del do 23-e ure promet potekal po enem pasu. Nastajajo krajši zastoji. Do 22-ih velja prepoved prometa tovornih vozil, katerih največja dovoljena masa presega 7 ton in pol. ",,"['proti', 'ljubljani', 'zaradi', 'ure', 'smeri']","['Blagovica', 'Ljubljana', 'Trojane', 'Vransko', 'Maribor', 'Domžale', 'Šentjakob']",[]
25800,Podatki o prometu. 6.00 Na primorski avtocesti proti Kopru je promet zaradi nesreče oviran pred počivališčem Studenec. Obvoz je poteka skozi počivališče. Na štajerski avtocesti proti Ljubljani bo do 15-e ure polovična zapora cestišča med Vranskim in Blagovico. Zaprti bodo: uvoz Vransko proti Ljubljani; uvoz Trojane v obe smeri in izvoz proti Ljubljani; izvoz Blagovica proti Ljubljani. Obvoz bo urejen po vzporedni državni cesti. Prevozi izrednih tovorov skozi popolno zaporo ne bodo mogoči! Pričakujemo krajše zastoje. Na odseku Domžale - Šentjakob proti Mariboru bo prav tako zaradi del do 23-e ure promet potekal po enem pasu. Na gorenjski avtocesti proti Avstriji je zaradi del promet oviran med razcepom Koseze in predorom Šentvid. Ponekod po državi megla zmanjšuje vidljivost. ,,"['proti', 'ljubljani', 'zaradi', 'promet', 'avtocesti']","['Blagovica', 'Ljubljana', 'Studenec', 'Koseze', 'Trojane', 'Vransko', 'Koper', 'Maribor', 'Domžale', 'Šentvid', 'Šentjakob']",[]
25801,,,[],[],[]
25802,Podatki o prometu. Na obalni hitri cesti je zaradi del promet med Koprom in Izolo v predoru Markovec urejen le po eni cevi predora v obe smeri. Cesta čez prelaz Vršič je zaprta zaradi zimskih razmer in nevarnosti snežnih plazov. ,,"['zaradi', 'čez', 'zimskih', 'zaprta', 'vršič']","['Izola', 'Markovec', 'Vršič', 'Koper']",[]
25803,"8.30 Podatki o prometu. Zaradi nesreče je nastal zastoj na južni ljubljanski obvoznici proti primorski pri priključku Ljubljana-Rudnik. Potovalni čas se podaljša za približno pol ure. Zastoji so še: -na štajerski avtocesti od Lukovice proti Ljubljani; - na primorski avtocesti na posameznih odsekih med Logatcem in Brezovico proti Ljubljani; - na primorski avtocesti pred predorom Dekani proti Kopru; - na severni ljubljanski obvoznici od Kosez proti Bežigradu ter Zadobrova - Nove Jarše proti Bežigradu; - na ljubljanski južni obvoznici proti Barju pri izvozu Malence - Center; - na primorski hitri cesti med Izolo in Koprom, pred delovno zaporo v obe smeri; - ter na cestah Lesce - Bled v obe smeri, Trzin - Črnuče v smeri Črnuč in Pijava Gorica - Škofljica v smeri Škofljice. Na dolenjski avtocesti proti Ljubljani pokvarjeno vozilo ovira promet pred izvozom Ivančna Gorica. ",,"['proti', 'avtocesti', 'smeri', 'primorski', 'pred']","['Zadobrova', 'Ljubljana', 'Lesce', 'Jarše', 'Izola', 'Koseze', 'Dekani', 'Lukovica', 'Brezovica', 'Koper', 'Bled', 'Škofljica', 'Logatec', 'Gorica', 'Črnuče', 'Trzin']",[]
25804,8.00 Podatki o prometu. Zaradi prometne nesreče je zastoj na južni obvoznici proti primorski pri priključku Ljubljana Rudnik. Potovalni čas se podaljša za več kot 10 minut. Prav tako je zastoj je na štajerski avtocesti proti Ljubljani med priključkoma Krtina in Sneberje. Potovalni čas se podaljša za okoli 10 minut. Zastoj je tudi na primorski avtocesti proti Ljubljani med priključkoma Logatec in Brezovica. Potovalni čas se podaljša za okoli 10 minut. ,,"['čas', 'zastoj', 'potovalni', 'proti', 'minut']","['Krtina', 'Ljubljana', 'Logatec', 'Brezovica']",[]
25805,7.00 Podatki o prometu. Zastoj je na štajerski avtocesti proti Ljubljani med priključkoma Krtina in Sneberje. Potovalni čas se podaljša za več kot 10 minut. Prav tako je krajši zastoj na dolenjski avtocesti proti Ljubljani med priključkom Grosuplje zahod in predorom Mali Vrh. ,,"['zastoj', 'proti', 'ljubljani', 'med', 'avtocesti']","['Vrh', 'Ljubljana', 'Grosuplje', 'Krtina']",[]
25806,6.30 Podatki o prometu. Na gorenjski avtocesti proti Avstriji je zaradi del oviran promet med razcepom Koseze in predorom Šentvid. Na hitri cesti proti Izoli je med Koprom in Izolo spremenjen potek prometa v predoru Markovec. V času prometnih konic je pričakovati zastoje. V Ljubljani je zaradi del popolna zapora Vilharjeve ceste pri križišču z Železno cesto. Dostop do parkirišč iz smeri Dunajske ceste je omogočen. ,,"['proti', 'zaradi', 'ceste', 'med', 'del']","['Ljubljana', 'Izola', 'Koseze', 'Markovec', 'Koper', 'Šentvid']",[]
25807,Podatki o prometu. 6.00 Na dolenjski avtocesti je zastoj od prključka Grosuplje vzhod proti Ljubljani Na gorenjski avtocesti proti Avstriji je zaradi del promet oviran med razcepom Koseze in predorom Šentvid. . Na hitri cesti proti Izoli je med Koprom in Izolo spremenjen potek prometa v predoru. V času prometnih konic je pričakovati zastoje. ,,"['proti', 'med', 'avtocesti', 'šentvid', 'zastoj']","['Izola', 'Ljubljana', 'Koseze', 'Koper', 'Grosuplje', 'Šentvid']",[]
25808,"PROMETNO POROČILO RD Cesta čez prelaz Vršič je zaprta zaradi nevarnosti proženja snežnih plazov. Na prelazih in ostalih višje ležečih cestah je v primeru snega na vozišču obvezna uporaba verig, če tako določajo prometni znaki. Do 22-ih velja omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 t. ",,"['čez', 'znaki', 'zaradi', 'zaprta', 'vršič']",['Vršič'],[]
25809,"Podatki o prometu. Na dolenjski avtocesti pokvarjeno vozilo ovira promet pred predorom Debeli hrib v smeri proti Ljubljani. Cesta čez prelaz Vršič je zaprta zaradi nevarnosti proženja snežnih plazov. Na primorski hitri cesti promet skozi predor Markovec poteka po eni cevi predora dvosmerno. Danes od 8 do 22ih velja omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 t. ",,"['promet', 'čez', 'zaprta', 'zaradi', 'vozilo']","['Markovec', 'Ljubljana', 'Vršič']",[]
25810,,,[],[],[]
25811,,,[],[],[]
25812,,,[],[],[]
25813,,,[],[],[]
25814,,,[],[],[]
25815,8.30 Podatki o prometu. Na štajerski avtocesti je zastoj v smeri proti Ljubljani med priključkoma Krtina in Ljubljana Sneberje. Čas potovanja se podaljša za 10 minut .. pa v isti smeri tudi med predoroma Golo Rebro in Pletovarje pred delovno zaporo. Zaradi varnosti občasno zapirajo predor Golo Rebro. Krajši zastoj je še na dolenjski avtocesti v smeri proti Ljubljani med priključkoma Grosuplje zahod in Šmarje Sap. Zaradi prometne nesreče je promet oviran na regionalni cesti Solkan - Plave. ,,"['smeri', 'med', 'zaradi', 'proti', 'priključkoma']","['Krtina', 'Solkan', 'Šmarje', 'Ljubljana', 'Plave', 'Grosuplje', 'Sap']",[]
25816,6.00 Podatki o prometu. Na obalni hitri cesti je zaradi del promet skozi predor Markovec urejen le po eni cevi predora v obe smeri. Na pomurski avtocesti je prav tako zaradi del na razcepu Dragučova zaprt prehitevalni pas iz smeri Pernice proti Mariboru. V Ljubljani je na Vilharjevi cesti pri križišču z Železno cesto popolna zapora. Onemogočen je tudi dostop do bližnjih parkirišč iz smeri Dunajske ceste. Na regionalni cesti Col - Ajdovščina je zaradi zdrsa zemeljske brežine promet pri Colu urejen izmenično enosmerno. ,,"['zaradi', 'smeri', 'cesti', 'urejen', 'del']","['Pernica', 'Ljubljana', 'Markovec', 'Maribor', 'Col', 'Ajdovščina']",[]
25817,,,[],[],[]
25818,,,[],[],[]
25819,"Podatki o prometu: Na obalni hitri cesti je zaradi del promet skozi predor Markovec v obe smeri urejen le po eni cevi predora. Obalna hitra cesta bo med priključkoma Semedela in Koper center med polnočjo in 2. uro zjutraj zaprta proti Ljubljani. Na štajerski avtocesti bo od 20-ih do polnoči promet proti Mariboru skozi trojanske predore tekel samo po enem prometnem pasu. Na kraku mariborske vzhodne obvoznice in na kraku pomurske avtoceste, na razcepu Dragučova, promet v obe smeri teče samo po enem prometnem pasu. Jutri od 8-ih do 16-ih bo promet na gorenjski avtocesti skozi predor Karavanke tekel izmenično enosmerno s čakanjem pred predorom. ",,"['promet', 'skozi', 'ih', 'smeri', 'samo']","['Ljubljana', 'Markovec', 'Semedela', 'Koper', 'Karavanke', 'Maribor']",[]
25820,,,[],[],[]
25821,,,[],[],[]
25822,,,[],[],[]
25823,"Podatki o prometu. Pokvarjeno vozilo ovira promet na gorenjski avtocesti pred priključkom Podtabor proti Jesenicam. Zaradi del so zastoji na regionalni cesti od Lesc proti Bledu. Na obalni hitri cesti promet zaradi del skozi predor Markovec poteka dvosmerno po polovici avtoceste. Jutri bo od 8.30 do 16. ure zaprta cesta Kamnik - Stahovica, v Zgornjih Stranjah. Obvoz bo po lokalnih cestah skozi Mekinje. ",,"['zaradi', 'skozi', 'proti', 'del', 'cesti']","['Lesce', 'Kamnik', 'Stranje', 'Markovec', 'Jesenice', 'Stahovica', 'Bled', 'Podtabor']",[]
25824,,,[],[],[]
25825,"Prometne informacije 30. 11. 2024 18.00 1. program Podatki o prometu. Zastoji so na štajerski avtocesti pred izvozom Blagovica proti Mariboru, čas vožnje se podaljša za približno 15 minut. Zastoji so tudi na regionalni cesti Blagovica - Trojane - Vransko na posameznih odsekih. Štajerska avtocesta bo med priključkoma Blagovica in Vransko proti Mariboru zaprta do ponedeljka do 5-ih zjutraj. Na priključku Trojane sta zaprta tudi uvoza proti Mariboru in Ljubljani, obvoz je urejen po regionalni cesti. Na štajerski avtocesti med Framom in Slovensko Bistrico izmenično zapirajo vozni in prehitevalni pas v obe smeri zaradi odstranjevanja delovne zapore. ",2024-11-30 18:00:00,"['proti', 'mariboru', 'blagovica', 'zaprta', 'vransko']","['Blagovica', 'Ljubljana', 'Bistrica', 'Trojane', 'Vransko', 'Fram', 'Maribor']",[]
25826,"Prometne informacije 30. 11. 2024 11.30 2. program Podatki o prometu. Zastoj je na štajerski avtocesti pred izvozom Blagovica iz smeri Ljubljane proti Celju. Čas vožnje se podaljša za približno 20 minut. Štajerska avtocesta je sicer med priključkoma Blagovica in Vransko proti Mariboru zaprta še vse do ponedeljka zjutraj do 5-ih. Na priključku Trojane sta zaprta tudi uvoza proti Mariboru in Ljubljani. Obvoz je urejen po regionalni cesti, kjer tudi nastajajo zastoji. Prav tako na štajerski avtocesti med Framom in Slovensko Bistrico bodo do jutri izmenično zapirali vozni in prehitevalni pas v obe smeri zaradi odstranjevanja delovne zapore. Tudi tam je pričakovati zastoje. Zastoj je tudi na ljubljanski severni obvoznici od Kosez proti Bežigradu. ",2024-11-30 11:30:00,"['proti', 'zastoj', 'mariboru', '11', 'blagovica']","['Celje', 'Blagovica', 'Ljubljana', 'Bistrica', 'Koseze', 'Trojane', 'Fram', 'Maribor']",[]
25827,Prometne informacije 26. 11. 2024 18.00 1. in 3. program Podatki o prometu. Na štajerski avtocesti je zaradi pokvarjenega vozila promet oviran v delovni zapori med Slovensko Bistrico in Slovenskimi Konjicami proti Mariboru. Na gorenjski avtocesti proti Ljubljani je zaradi del v predoru Šentvid zaprt izvoz na Celovško cesto. Zaradi del bo promet skozi predor Karavanke od 20-ih do jutri do 5-ih zjutraj potekal izmenično enosmerno. ,2024-11-26 18:00:00,"['zaradi', 'proti', 'del', 'avtocesti', 'promet']","['Ljubljana', 'Bistrica', 'Karavanke', 'Maribor', 'Šentvid']",[]
25828,Prometne informacije 26. 11. 2024 17.30 2. program Podatki o prometu. Na štajerski avtocesti je zaradi pokvarjenega vozila promet oviran v delovni zapori med Slovensko Bistrico in Slovenskimi Konjicami proti Mariboru. Na gorenjski avtocesti proti Ljubljani je zaradi del v predoru Šentvid zaprt izvoz na Celovško cesto. Zaradi del bo promet skozi predor Karavanke od 20-ih do jutri do 5-ih zjutraj potekal izmenično enosmerno. ,2024-11-26 17:30:00,"['zaradi', 'proti', 'del', 'avtocesti', 'promet']","['Ljubljana', 'Bistrica', 'Karavanke', 'Maribor', 'Šentvid']",[]
25829,Prometne informacije 26. 11. 2024 17.00 1. in 3. program Podatki o prometu. Gost promet z zastoji je na vzhodni ljubljanski obvoznici od Bizovika proti Štajerski ter na severni ljubljanski obvoznici v obe smeri. Na gorenjski avtocesti proti Ljubljani je zaradi razsutega tovora zaprt prehitevalni pas med priključkoma Radovljica in Lesce. Danes ponoči ter v nočeh na četrtek in petek bo zaradi del od 21-ih do petih zjutraj zaprta dolenjska avtocesta proti Ljubljani med priključkom Šmarje-Sap in razcepom Malence. ,2024-11-26 17:00:00,"['proti', 'zaradi', 'ter', 'med', 'ljubljani']","['Radovljica', 'Šmarje', 'Ljubljana', 'Lesce', 'Bizovik', 'Sap']",[]
25830,Prometne informacije 26. 11. 2024 16.30 2. program Podatki o prometu: Gost promet z zastoji je na vzhodni ljubljanski obvoznici od Bizovika proti Štajerski ter na severni ljubljanski obvoznici v obe smeri. Glavna cesta Nova Gorica-Tolmin je spet odprta v Vólčah. Danes ponoči ter v nočeh na četrtek in petek bo zaradi del od 21-ih do petih zjutraj zaprta dolenjska avtocesta proti Ljubljani med priključkom Šmarje-Sap in razcepom Malence. ,2024-11-26 16:30:00,"['proti', 'ter', 'ljubljanski', 'obvoznici', 'zjutraj']","['Šmarje', 'Ljubljana', 'Volče', 'Bizovik', 'Gorica', 'Tolmin', 'Sap']",[]
25831,NOVE Prometne informacije 26. 11. 2024 15.30 1. in 2. program Podatki o prometu: Na štajerski avtocesti proti Ljubljani je zaradi nesreče promet oviran pred priključkom Domžale. Glavna cesta Nova Gorica-Tolmin je zaradi nesreče zaprta v Vólčah. Danes ponoči ter v nočeh na četrtek in petek bo zaradi del od 21-ih do petih zjutraj zaprta dolenjska avtocesta proti Ljubljani med priključkom Šmarje-Sap in razcepom Malence. V noči na jutri bo od 20-ih do 5-ih zjutraj promet skozi predor Karavanke potekal izmenično enosmerno. ,2024-11-26 15:30:00,"['zaradi', 'ih', 'zaprta', 'zjutraj', 'proti']","['Šmarje', 'Ljubljana', 'Volče', 'Karavanke', 'Gorica', 'Domžale', 'Tolmin', 'Sap']",[]
25832,Prometne informacije 26. 11. 2024 15.30 1. in 2. program Podatki o prometu: Glavna cesta Nova Gorica-Tolmin je zaradi nesreče zaprta v Vólčah. Na glavni cesti Ljubljana-Kočevje je promet pri Malem Ločniku oviran zaradi gorečega vozila. Zaradi del je na dolenjski avtocesti med Novim mestom in priključkom Dobruška vas zaprt prehitevalni pas v obe smeri. Danes ponoči ter v nočeh na četrtek in petek bo zaradi del od 21-ih do petih zjutraj zaprta dolenjska avtocesta proti Ljubljani med priključkom Šmarje-Sap in razcepom Malence. V noči na jutri bo od 20-ih do 5-ih zjutraj promet skozi predor Karavanke potekal izmenično enosmerno. ,2024-11-26 15:30:00,"['zaradi', 'ih', 'zaprta', 'med', 'promet']","['Šmarje', 'Ljubljana', 'Volče', 'Kočevje', 'Karavanke', 'Gorica', 'Tolmin', 'Sap']",[]
25833,Prometne informacije 26. 11. 2024 14.30 2. program Podatki o prometu: Na nekdanji hitri cesti skozi Maribor je zaradi nesreče zaprt vozni pas pred predorom Maribor proti Hočam. Na štajerski avtocesti je zaradi pokvarjenega vozila promet oviran med razcepom Slivnica in priključkom Fram proti Ljubljani. Na glavni cesti Ljubljana-Kočevje je promet pri Malem Ločniku oviran zaradi gorečega vozila. ,2024-11-26 14:30:00,"['zaradi', 'vozila', 'proti', 'maribor', 'oviran']","['Ljubljana', 'Hoče', 'Slivnica', 'Kočevje', 'Fram', 'Maribor']",[]
